Model,BLEU Score,Final Val Loss,Total Training Time (s),Avg Time per Epoch (s)
Random Embeddings,18.99589214128981,5.3897074063618975,60.248820781707764,0.30090327620506285
GloVe Embeddings,18.99589214128981,5.474533240000407,53.891576290130615,0.2691170346736908
